COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
indomethacin	24 hr	Middle	631	13.2	39.9	63.3	21	33.1	7.6	84.3	107	7	0	0	8	85	12.3	17.8	208	1148	66	59	115	0.27	0	198	17	0.5	137	5.4	105	10	7.5	5.5	3.8	2.2	70	31	83	1
indomethacin	24 hr	Middle	616	13.4	40.4	65.5	21.8	33.2	8.2	105.6	116	11	1	0	9	79	12	16	211	1409	81	145	156	0.35	0	192	16	0.5	138	5	108	10.4	6.2	5.7	4	2.4	75	46	83	1
indomethacin	24 hr	Middle	640	13.7	41.9	65.5	21.5	32.8	9.9	86.6	95.9	11	1	0	10	79	12.2	16	207	1417	64	86	124	0.4	0.02	191	16	0.5	139	5.1	107	10.4	7.7	5.6	4	2.5	77	44	109	1
indomethacin	24 hr	Middle	612	13	39.1	64	21.2	33.1	8.6	105.2	112	15	1	0	10	75	11.9	14	197	1095	89	76	159	0.43	0	198	16	0.6	138	4.5	106	10.6	9.1	5.6	3.9	2.3	67	37	60	2
indomethacin	24 hr	Middle	635	13.9	42.3	66.6	21.9	32.9	8.8	100.2	131	7	1	0	7	85	12	16.8	200	1095	77	110	149	0.29	0	198	17	0.5	140	4.6	106	10.4	9.9	5.6	4	2.5	64	33	83	2
indomethacin	3 hr	High	647	13.8	40.9	63.2	21.4	33.8	9.3	100.9	140	8	0	0	9	83	12.8	15.5	223	1210	67	106	122	0.25	0.06	188	13	0.4	138	5	104	10.5	9.8	6.1	3.7	1.5	75	60	90	1
indomethacin	3 hr	High	594	13.1	39.4	66.3	22.1	33.4	9.3	112.3	114	15	0	0	11	73	12.4	17.1	202	903	90	44	146	0.29	0	198	10	0.3	136	5	106	10.5	8.8	6	3.5	1.4	65	33	230	1
indomethacin	3 hr	High	642	14.2	42.7	66.5	22.1	33.2	7.1	97.1	117	16	1	0	10	74	12.6	17	210	1144	64	46	118	0.36	0.02	188	9	0.5	136	5.3	107	9.9	8.2	6	3.7	1.6	71	35	94	1
indomethacin	3 hr	High	645	13.6	41	63.6	21.1	33.3	10.4	122.9	150	14	0	0	7	79	12.6	16.4	207	938	71	36	124	0.3	0.03	189	11	0.6	138	4.6	104	10.9	10.2	6.2	3.7	1.5	71	43	242	1
indomethacin	3 hr	High	645	13.5	41.4	64.2	21	32.7	8.5	109.7	130	9	0	0	8	83	11.9	16.6	213	1233	67	43	121	0.33	0.06	192	12	0.4	137	4.9	105	10.5	10.4	6	3.5	1.4	69	42	204	2
indomethacin	6 hr	High	630	13.4	41.4	65.7	21.3	32.3	11.1	107.7	84.6	12	1	0	10	77	12.9	16.5	207	1133	61	50	113	0.32	0.03	201	12	0.6	137	5.6	108	9.8	9	6	4	2	69	40	85	1
indomethacin	6 hr	High	589	12.1	37.1	63.1	20.5	32.5	11.2	107.1	94.2	24	1	0	12	64	12.8	16.5	189	801	78	33	124	0.3	0	177	13	0.5	139	5.1	109	10.2	9.9	5.7	3.8	2	80	38	245	1
indomethacin	6 hr	High	595	12.7	38.3	64.3	21.4	33.3	9.7	105.5	55.5	17	1	0	27	55	12.2	15.9	230	1010	67	38	117	0.25	0	198	18	0.5	137	4.9	107	10.9	9.1	5.9	3.9	2	67	32	89	1
indomethacin	6 hr	High	581	12.8	38.6	66.4	21.9	33.1	9.3	118.8	120	20	1	0	11	68	12.8	16.8	209	886	80	50	141	0.32	0.03	206	11	0.5	137	4.9	109	10	9.4	5.9	3.7	1.7	59	36	209	1
indomethacin	6 hr	High	578	12.4	37.7	65.2	21.5	33	10.2	124.6	81.7	11	0	0	5	83	13.4	18.8	191	713	56	69	105	0.3	0.01	192	14	0.5	137	5.1	108	10.3	9.7	5.5	3.5	1.8	70	32	304	2
indomethacin	9 hr	High	582	13.1	39.2	67.4	22.5	33.3	10.1	100	99	5	1	0	10	84	13.2	17.4	227	1061	54	50	99	0.48	0.06	209	14	0.4	136	5.7	105	10.1	9.6	5.5	4	2.7	60	36	102	1
indomethacin	9 hr	High	616	13	39	63.3	21.1	33.4	9.4	102.3	138	8	0	0	9	83	12.7	16.9	214	787	65	38	118	0.44	0.09	173	15	0.7	137	5	108	10.3	9.9	5.4	3.9	2.6	68	39	222	7
indomethacin	9 hr	High	640	13.7	41.5	64.8	21.4	33.1	9.1	90	124	10	1	0	8	81	12.6	17.6	202	993	77	30	135	0.54	0.01	174	11	0.4	135	5	104	9.9	9.9	5.2	3.7	2.5	68	38	102	1
indomethacin	9 hr	High	608	13	39.1	64.2	21.4	33.3	9.1	112.6	72.1	7	0	0	5	88	12.3	15.5	220	785	61	27	106	0.54	0.02	185	12	0.4	139	5.2	104	10.4	10.6	5.5	3.8	2.2	70	28	318	2
indomethacin	9 hr	High	601	13	39.2	65.3	21.7	33.2	10.1	108.3	102	7	1	0	7	85	12.1	17.2	205	1182	71	27	127	0.53	0.03	176	11	0.6	139	5.4	107	9.9	9	5.5	3.9	2.4	64	32	220	2
indomethacin	24 hr	High	607	13.2	39.5	65.1	21.7	33.3	9.4	104.8	82.4	11	1	0	10	79	12.1	17.2	199	897	69	92	125	0.3	0	216	18	0.5	138	5.1	105	10.6	8	5.8	3.8	1.9	67	46	100	0
indomethacin	24 hr	High	588	13.3	40.2	68.3	22.7	33.2	10.5	117.3	106	8	1	0	5	86	12.2	16.2	197	1082	79	61	147	0.39	0.02	195	20	0.6	139	5	106	10.4	6.9	5.7	3.9	2.2	78	40	167	1
indomethacin	24 hr	High	635	13.5	40.9	64.5	21.2	32.9	8.7	103.5	83.4	11	1	0	10	79	12.3	17.3	200	1013	89	77	145	0.29	0	187	18	0.4	138	5.2	107	10.2	7.3	5.6	3.7	2	66	41	90	2
indomethacin	24 hr	High	531	11.5	34.8	65.5	21.7	33.1	10.3	79.4	156	22	0	0	10	68	12.2	18.3	333	579	83	42	127	0.27	0.01	194	8	0.5	139	4.7	107	10.2	10.3	5	3.1	1.6	64	32	162	3
indomethacin	24 hr	High	616	13.6	40.7	66	22	33.3	10	98.5	153	15	1	0	6	78	12.1	16.5	232	824	67	54	123	0.34	0	194	13	0.6	140	4.6	106	10.6	9.6	6	4.1	2.2	76	43	211	1
indomethacin	4 day	Control	618	13.2	39.8	64.4	21.3	33.1	7.4	125.8	178	8	1	0	8	84	10.8	17.9	219	1334	74	128	156	0.21	0.04	222	19	0.6	138	5.4	106	10.6	6.4	6.1	4.1	2.1	60	36	89	0
indomethacin	4 day	Control	618	13.2	39.8	64.4	21.3	33.1	7.4	125.8	178	8	1	0	8	84	10.8	17.9	219	1334	74	128	156	0.21	0.04	222	19	0.6	138	5.4	106	10.6	6.4	6.1	4.1	2.1	60	36	89	0
indomethacin	4 day	Control	614	13.2	40	65.2	21.5	32.9	7.8	123.1	104	10	1	0	10	79	11.3	16.3	215	1167	72	59	130	0.42	0.03	188	15	0.7	139	5.1	108	10.3	6.9	5.5	3.5	1.8	67	31	90	1
indomethacin	4 day	Control	614	13.2	40	65.2	21.5	32.9	7.8	123.1	104	10	1	0	10	79	11.3	16.3	215	1167	72	59	130	0.42	0.03	188	15	0.7	139	5.1	108	10.3	6.9	5.5	3.5	1.8	67	31	90	1
indomethacin	4 day	Control	621	12.9	38.4	61.9	20.7	33.5	7.7	114.3	120	13	1	0	6	81	11.6	16.8	195	918	65	81	131	0.41	0.02	193	14	0.6	139	4.7	105	10.5	7.1	5.5	3.7	2.1	57	34	82	2
indomethacin	4 day	Control	615	13.6	41.1	66.9	22.1	33	8	113	78.9	12	1	0	5	82	11.2	17.1	200	1228	69	63	138	0.52	0.03	193	13	0.6	141	4.5	109	10.1	7	5.6	3.9	2.3	58	32	105	1
indomethacin	4 day	Control	615	13.6	41.1	66.9	22.1	33	8	113	78.9	12	1	0	5	82	11.2	17.1	200	1228	69	63	138	0.52	0.03	193	13	0.6	141	4.5	109	10.1	7	5.6	3.9	2.3	58	32	105	1
indomethacin	4 day	Control	658	14.1	42.4	64.4	21.4	33.2	7.3	133.6	105	8	0	0	11	81	11.1	16.8	230	1127	91	103	167	0.3	0.04	213	16	0.6	141	4.1	107	11.1	9.5	5.8	4.1	2.4	58	33	110	1
indomethacin	8 day	Control	645	13.6	40.4	62.6	21	33.6	6.1	113.7	158	11	1	0	9	79	11.8	17.9	217	848	76	179	170	0.33	0	209	23	0.5	137	5.3	104	10.8	8	6.4	4.2	1.9	68	35	97	0
indomethacin	8 day	Control	645	13.6	40.4	62.6	21	33.6	6.1	113.7	158	11	1	0	9	79	11.8	17.9	217	848	76	179	170	0.33	0	209	23	0.5	137	5.3	104	10.8	8	6.4	4.2	1.9	68	35	97	0
indomethacin	8 day	Control	710	14.6	43.4	61.2	20.6	33.7	5	106	136	8	1	0	3	87	11.5	17	212	877	65	109	146	0.27	0.04	188	18	0.6	139	5	107	10.8	8	6.1	4.1	2.1	65	29	86	1
indomethacin	8 day	Control	689	14.2	42.6	61.9	20.6	33.3	4.5	117.7	148	9	1	0	7	83	12	15.2	224	919	73	90	132	0.33	0	204	15	0.5	140	5.4	108	10.3	7.8	5.9	3.9	2	60	38	80	0
indomethacin	8 day	Control	689	14.2	42.6	61.9	20.6	33.3	4.5	117.7	148	9	1	0	7	83	12	15.2	224	919	73	90	132	0.33	0	204	15	0.5	140	5.4	108	10.3	7.8	5.9	3.9	2	60	38	80	0
indomethacin	8 day	Control	680	14.1	43.1	63.3	20.8	32.8	6.3	93.2	115	7	1	0	8	84	12.2	16.4	227	728	71	118	144	0.36	0.02	203	19	0.5	139	4.4	108	10.8	8.3	6.1	3.9	1.8	65	34	106	1
indomethacin	8 day	Control	680	14.1	43.1	63.3	20.8	32.8	6.3	93.2	115	7	1	0	8	84	12.2	16.4	227	728	71	118	144	0.36	0.02	203	19	0.5	139	4.4	108	10.8	8.3	6.1	3.9	1.8	65	34	106	1
indomethacin	8 day	Control	651	14	42.4	65.1	21.6	33.1	6.5	100.7	74	15	1	0	7	77	11.6	15.9	238	1255	61	138	132	0.38	0	207	17	0.6	140	5.1	107	11	9.3	6.2	4.1	2	58	29	118	1
indomethacin	15 day	Control	675	13.9	41	60.7	20.5	33.8	5.4	114.8	208	9	1	0	6	84	11.6	16.8	228	858	72	131	139	0.24	0	226	20	0.6	137	5.4	106	10.2	7.3	6.4	4	1.7	58	28	77	3
indomethacin	15 day	Control	675	13.9	41	60.7	20.5	33.8	5.4	114.8	208	9	1	0	6	84	11.6	16.8	228	858	72	131	139	0.24	0	226	20	0.6	137	5.4	106	10.2	7.3	6.4	4	1.7	58	28	77	3
indomethacin	15 day	Control	669	13.9	40.9	61.1	20.7	33.9	5.2	108.2	157	9	1	0	5	86	11.4	16.9	216	815	73	151	153	0.24	0	177	18	0.6	140	4.6	107	10.2	7.9	6.1	4.2	2.2	66	35	66	2
indomethacin	15 day	Control	725	14.2	42.8	59.1	19.6	33.2	4.6	111	91.2	13	1	0	5	82	11.8	16.3	215	727	68	88	132	0.29	0	184	18	0.7	138	4.5	107	10.2	9.2	6	4	2	65	30	100	1
indomethacin	15 day	Control	725	14.2	42.8	59.1	19.6	33.2	4.6	111	91.2	13	1	0	5	82	11.8	16.3	215	727	68	88	132	0.29	0	184	18	0.7	138	4.5	107	10.2	9.2	6	4	2	65	30	100	1
indomethacin	15 day	Control	695	13.5	40.7	58.7	19.4	33.1	5.1	100.8	162	13	0	0	3	84	11.8	16.8	240	685	65	157	150	0.29	0.04	207	23	0.5	137	4.9	104	10.3	8.7	6.3	3.7	1.4	58	31	81	1
indomethacin	15 day	Control	692	14.2	43	62.1	20.5	33.1	5	118.2	124	8	0	0	6	85	12.4	16.7	245	819	84	125	164	0.24	0.02	212	20	0.6	139	4.8	104	11	9.5	6.2	3.8	1.6	56	29	89	1
indomethacin	15 day	Control	692	14.2	43	62.1	20.5	33.1	5	118.2	124	8	0	0	6	85	12.4	16.7	245	819	84	125	164	0.24	0.02	212	20	0.6	139	4.8	104	11	9.5	6.2	3.8	1.6	56	29	89	1
indomethacin	29 day	Control	828	15.4	46	55.5	18.6	33.4	2.6	119.8	215	3	1	0	3	93	11.7	15.5	255	593	70	213	154	0.11	0	191	19	0.6	139	4.6	105	10.6	7	6.7	4.3	1.8	57	28	69	1
indomethacin	29 day	Control	828	15.4	46	55.5	18.6	33.4	2.6	119.8	215	3	1	0	3	93	11.7	15.5	255	593	70	213	154	0.11	0	191	19	0.6	139	4.6	105	10.6	7	6.7	4.3	1.8	57	28	69	1
indomethacin	29 day	Control	758	14.1	42.7	56.3	18.6	33	3.2	107.7	190	6	1	0	1	92	11.8	16.6	263	681	89	142	172	0.36	0.03	203	18	0.7	140	4.1	106	10.7	7.2	6.6	4.3	1.9	69	31	69	2
indomethacin	29 day	Control	758	14.1	42.7	56.3	18.6	33	3.2	107.7	190	6	1	0	1	92	11.8	16.6	263	681	89	142	172	0.36	0.03	203	18	0.7	140	4.1	106	10.7	7.2	6.6	4.3	1.9	69	31	69	2
indomethacin	29 day	Control	798	14.9	44.5	55.8	18.7	33.5	2.7	113.8	117	9	1	0	6	84	11.9	13.9	247	515	67	172	145	0.35	0.03	225	19	0.7	140	3.8	108	10.5	7	6.3	4.2	2	50	25	66	2
indomethacin	29 day	Control	793	14.2	45.1	56.9	17.9	31.4	4.1	91.7	127	8	0	0	8	83	11.9	15.3	245	575	76	152	152	0.38	0.03	208	17	0.7	139	3.9	104	10.8	7.8	6.6	4.4	2	51	24	60	3
indomethacin	29 day	Control	793	14.2	45.1	56.9	17.9	31.4	4.1	91.7	127	8	0	0	8	83	11.9	15.3	245	575	76	152	152	0.38	0.03	208	17	0.7	139	3.9	104	10.8	7.8	6.6	4.4	2	51	24	60	3
indomethacin	29 day	Control	784	14.6	43.9	56	18.6	33.2	3.4	128.3	118	13	1	0	4	82	11.6	15.4	274	749	96	227	193	0.41	0	205	21	0.6	138	4.3	103	10.8	8.3	6.8	4.5	2	54	30	48	1
indomethacin	4 day	Low	599	13	38.9	65	21.7	33.4	6.9	99.9	92.3	8	1	0	8	83	10.7	16.8	226	1272	86	123	168	0.27	0.01	229	17	0.6	139	4.6	104	10.5	7.8	5.8	4	2.2	64	37	105	1
indomethacin	4 day	Low	599	13	38.9	65	21.7	33.4	6.9	99.9	92.3	8	1	0	8	83	10.7	16.8	226	1272	86	123	168	0.27	0.01	229	17	0.6	139	4.6	104	10.5	7.8	5.8	4	2.2	64	37	105	1
indomethacin	4 day	Low	663	14	41.8	63.1	21.1	33.5	6.2	103.8	87.6	10	0	0	9	81	11.3	17.9	208	1401	80	87	159	0.34	0.07	185	19	0.7	139	4.8	106	10.8	7.1	6	3.9	1.9	60	28	75	0
indomethacin	4 day	Low	663	14	41.8	63.1	21.1	33.5	6.2	103.8	87.6	10	0	0	9	81	11.3	17.9	208	1401	80	87	159	0.34	0.07	185	19	0.7	139	4.8	106	10.8	7.1	6	3.9	1.9	60	28	75	0
indomethacin	4 day	Low	639	14.1	42.5	66.5	22.1	33.3	7.6	116	64.9	20	0	0	11	68	10.9	17.2	243	1272	94	145	181	0.29	0	188	18	0.6	139	5.1	108	10.7	7.9	6.3	3.9	1.6	52	32	88	1
indomethacin	4 day	Low	627	13.5	40.7	64.8	21.6	33.3	7.2	101.9	115	14	1	0	6	79	10.8	16	218	956	73	115	154	0.48	0	186	15	0.6	139	5	106	10.6	8.7	5.8	3.9	2.1	73	35	99	2
indomethacin	4 day	Low	604	13.4	39.7	65.6	22.2	33.8	7.3	92.5	85.2	12	0	0	4	84	11	16.2	259	1150	97	70	164	0.35	0.08	195	15	0.5	138	4.8	105	10.6	7.9	5.5	3.6	1.9	73	44	90	2
indomethacin	4 day	Low	604	13.4	39.7	65.6	22.2	33.8	7.3	92.5	85.2	12	0	0	4	84	11	16.2	259	1150	97	70	164	0.35	0.08	195	15	0.5	138	4.8	105	10.6	7.9	5.5	3.6	1.9	73	44	90	2
indomethacin	8 day	Low	641	13.4	40.9	63.7	20.9	32.9	6.2	104.9	132	7	0	0	4	89	11.5	16.1	244	913	72	91	136	0.47	0	213	25	0.5	138	4.5	105	10.9	7.7	6.2	4.1	2	59	27	109	1
indomethacin	8 day	Low	732	14.7	44.1	60.3	20	33.2	6	143.8	155	8	1	0	7	84	11.7	15.2	230	1048	59	210	136	0.39	0.02	173	20	0.5	140	5.2	108	10.6	8	5.9	4	2.1	75	34	91	1
indomethacin	8 day	Low	665	14	42.4	63.7	21.1	33.1	6.8	127.1	86.3	16	1	0	6	78	11.1	16.1	271	1059	99	157	184	0.35	0.01	195	17	0.6	139	5.1	103	10.9	8	6.1	4	1.9	58	27	89	1
indomethacin	8 day	Low	665	14	42.4	63.7	21.1	33.1	6.8	127.1	86.3	16	1	0	6	78	11.1	16.1	271	1059	99	157	184	0.35	0.01	195	17	0.6	139	5.1	103	10.9	8	6.1	4	1.9	58	27	89	1
indomethacin	8 day	Low	655	13.9	41.7	63.7	21.2	33.2	5.9	124.2	116	6	1	0	17	75	11.6	17.1	240	613	78	158	172	0.42	0	184	20	0.6	140	4.4	106	11.3	8.8	6.1	4.3	2.4	52	30	79	2
indomethacin	8 day	Low	655	13.9	41.7	63.7	21.2	33.2	5.9	124.2	116	6	1	0	17	75	11.6	17.1	240	613	78	158	172	0.42	0	184	20	0.6	140	4.4	106	11.3	8.8	6.1	4.3	2.4	52	30	79	2
indomethacin	8 day	Low	591	13.2	40.2	68.1	22.4	32.9	11.2	109.3	132	9	0	0	2	88	12.4	17.2	216	830	79	132	155	0.41	0	201	18	0.5	140	5.2	106	11.1	8.6	5.8	3.8	1.9	63	33	78	2
indomethacin	8 day	Low	591	13.2	40.2	68.1	22.4	32.9	11.2	109.3	132	9	0	0	2	88	12.4	17.2	216	830	79	132	155	0.41	0	201	18	0.5	140	5.2	106	11.1	8.6	5.8	3.8	1.9	63	33	78	2
indomethacin	15 day	Low	746	14.8	44.2	59.2	19.8	33.4	4.6	116.9	183	11	1	0	3	85	12	16.2	218	521	67	125	137	0.23	0	205	18	0.6	138	4.9	106	10.1	7.8	6.2	4	1.8	76	42	107	3
indomethacin	15 day	Low	737	14.2	43.4	59	19.2	32.6	3.6	118.5	94.2	11	1	0	6	83	11.6	16.1	231	1095	89	188	172	0.35	0	160	21	0.6	140	4.4	107	10.6	7.7	6.5	4.3	2	64	38	90	1
indomethacin	15 day	Low	737	14.2	43.4	59	19.2	32.6	3.6	118.5	94.2	11	1	0	6	83	11.6	16.1	231	1095	89	188	172	0.35	0	160	21	0.6	140	4.4	107	10.6	7.7	6.5	4.3	2	64	38	90	1
indomethacin	15 day	Low	717	14.3	42.6	59.4	19.9	33.6	5.2	122.6	124	9	0	0	5	85	11.3	16.6	236	676	78	156	162	0.23	0	205	20	0.5	139	4.9	106	10.6	8.3	6.5	4	1.6	60	34	87	1
indomethacin	15 day	Low	717	14.3	42.6	59.4	19.9	33.6	5.2	122.6	124	9	0	0	5	85	11.3	16.6	236	676	78	156	162	0.23	0	205	20	0.5	139	4.9	106	10.6	8.3	6.5	4	1.6	60	34	87	1
indomethacin	15 day	Low	703	14.4	43.9	62.5	20.5	32.8	3.7	106.9	129	8	1	0	5	86	11	16.7	230	843	91	126	175	0.26	0.02	204	19	0.6	141	4.2	104	10.8	8.8	6.6	4.3	1.9	52	24	78	1
indomethacin	15 day	Low	730	14.2	43	58.9	19.4	33	4.6	131	174	6	1	0	5	88	12	17.1	247	493	81	210	180	0.24	0	200	20	0.6	139	4.3	105	10.6	7.9	6.5	4.2	1.8	51	30	74	1
indomethacin	15 day	Low	730	14.2	43	58.9	19.4	33	4.6	131	174	6	1	0	5	88	12	17.1	247	493	81	210	180	0.24	0	200	20	0.6	139	4.3	105	10.6	7.9	6.5	4.2	1.8	51	30	74	1
indomethacin	29 day	Low	849	15.5	46	54.2	18.3	33.7	2.6	126.6	195	7	1	0	2	91	11.8	16.6	255	636	89	244	173	0.3	0	227	33	0.7	138	4.3	105	10.5	7.7	6.5	4.1	1.7	75	35	107	2
indomethacin	29 day	Low	849	15.5	46	54.2	18.3	33.7	2.6	126.6	195	7	1	0	2	91	11.8	16.6	255	636	89	244	173	0.3	0	227	33	0.7	138	4.3	105	10.5	7.7	6.5	4.1	1.7	75	35	107	2
indomethacin	29 day	Low	753	14.7	43.8	58.1	19.5	33.6	2.3	102	200	4	0	0	3	94	11.8	16.8	240	841	65	230	148	0.34	0	198	20	0.7	139	4.4	107	10.3	7.1	6.5	4.2	1.8	55	27	55	0
indomethacin	29 day	Low	753	14.7	43.8	58.1	19.5	33.6	2.3	102	200	4	0	0	3	94	11.8	16.8	240	841	65	230	148	0.34	0	198	20	0.7	139	4.4	107	10.3	7.1	6.5	4.2	1.8	55	27	55	0
indomethacin	29 day	Low	777	15.1	45.3	58.3	19.4	33.3	2.8	142.6	145	17	1	0	15	68	11.7	16.7	253	675	72	184	150	0.35	0	196	18	0.7	142	4	107	10.7	8.1	6.6	4.2	1.8	72	36	203	1
indomethacin	29 day	Low	783	15.6	47.2	60.2	19.9	33	3	100.1	116	12	1	0	6	82	11.8	15.8	280	932	102	164	188	0.29	0	201	19	0.6	140	4.2	107	10.9	8.6	6.5	4.2	1.8	54	27	58	2
indomethacin	29 day	Low	783	15.6	47.2	60.2	19.9	33	3	100.1	116	12	1	0	6	82	11.8	15.8	280	932	102	164	188	0.29	0	201	19	0.6	140	4.2	107	10.9	8.6	6.5	4.2	1.8	54	27	58	2
indomethacin	29 day	Low	817	15	46.4	56.8	18.3	32.2	2.8	97.2	92.8	13	1	0	2	83	11.8	16.3	221	394	61	70	130	0.44	0.04	197	18	0.6	139	4.3	107	10.7	7.6	6.3	4.3	2.2	57	30	86	1
indomethacin	4 day	Middle	607	12.9	38.7	63.7	21.2	33.3	7.8	109.5	105	9	0	0	6	85	11	16.6	216	1335	75	71	148	0.36	0.03	216	17	0.6	140	4.9	106	10.6	8.3	5.9	3.9	2	70	33	111	1
indomethacin	4 day	Middle	607	12.9	38.7	63.7	21.2	33.3	7.8	109.5	105	9	0	0	6	85	11	16.6	216	1335	75	71	148	0.36	0.03	216	17	0.6	140	4.9	106	10.6	8.3	5.9	3.9	2	70	33	111	1
indomethacin	4 day	Middle	651	13.9	41.5	63.7	21.3	33.4	5.8	109.7	144	13	1	0	4	83	11.3	16.3	216	1287	83	98	162	0.41	0.08	204	17	0.5	139	5.1	109	10.4	8.2	5.7	3.8	2	63	33	83	1
indomethacin	4 day	Middle	671	14	42.3	63.1	20.8	33	8.4	102.7	117	13	1	0	8	78	10.9	15.5	219	1104	79	54	133	0.29	0.1	209	18	0.6	140	5.1	109	10.5	7.3	5.9	3.9	2	66	36	103	1
indomethacin	4 day	Middle	671	14	42.3	63.1	20.8	33	8.4	102.7	117	13	1	0	8	78	10.9	15.5	219	1104	79	54	133	0.29	0.1	209	18	0.6	140	5.1	109	10.5	7.3	5.9	3.9	2	66	36	103	1
indomethacin	4 day	Middle	640	13.2	39.1	61	20.6	33.7	6.8	137.7	148	8	0	0	8	83	10.9	15.4	218	1015	76	52	142	0.43	0.03	187	19	0.6	139	4.7	105	10.8	9.5	5.6	3.8	2.1	62	31	88	1
indomethacin	4 day	Middle	625	13.6	40.7	65.2	21.8	33.4	6.5	104.8	118	11	1	0	6	82	11.2	16.1	222	1321	78	49	134	0.35	0.05	182	14	0.5	140	4.7	107	10.4	8.3	5.6	3.9	2.3	49	31	73	1
indomethacin	4 day	Middle	625	13.6	40.7	65.2	21.8	33.4	6.5	104.8	118	11	1	0	6	82	11.2	16.1	222	1321	78	49	134	0.35	0.05	182	14	0.5	140	4.7	107	10.4	8.3	5.6	3.9	2.3	49	31	73	1
indomethacin	8 day	Middle	631	13.8	41.3	65.5	21.9	33.4	6.4	115.4	141	6	1	0	3	91	11.7	17.1	250	900	82	138	159	0.27	0	205	20	0.5	140	4.9	107	11.3	8.4	6.4	4.3	2.1	59	30	95	0
indomethacin	8 day	Middle	631	13.8	41.3	65.5	21.9	33.4	6.4	115.4	141	6	1	0	3	91	11.7	17.1	250	900	82	138	159	0.27	0	205	20	0.5	140	4.9	107	11.3	8.4	6.4	4.3	2.1	59	30	95	0
indomethacin	8 day	Middle	652	13.8	41.5	63.8	21.2	33.3	6.1	121.1	165	20	1	0	12	67	12.1	16.4	241	1245	87	132	155	0.39	0	179	21	0.6	140	5	108	11	7.6	6.3	3.8	1.5	75	31	154	2
indomethacin	8 day	Middle	652	13.8	41.5	63.8	21.2	33.3	6.1	121.1	165	20	1	0	12	67	12.1	16.4	241	1245	87	132	155	0.39	0	179	21	0.6	140	5	108	11	7.6	6.3	3.8	1.5	75	31	154	2
indomethacin	8 day	Middle	687	14.1	42.5	61.9	20.5	33.1	5.6	122.7	119	16	1	0	11	73	11.5	16.8	240	635	86	129	165	0.4	0	182	19	0.5	139	4.9	107	11.4	7.9	6.4	4.4	2.2	63	37	97	1
indomethacin	8 day	Middle	682	13.4	40.6	59.5	19.7	33.1	6.3	114.7	119	8	1	0	7	84	11.4	15.9	234	1117	93	128	173	0.44	0	200	18	0.7	142	4.4	106	11.3	8.3	6.1	4.1	2.1	57	32	85	1
indomethacin	8 day	Middle	682	13.4	40.6	59.5	19.7	33.1	6.3	114.7	119	8	1	0	7	84	11.4	15.9	234	1117	93	128	173	0.44	0	200	18	0.7	142	4.4	106	11.3	8.3	6.1	4.1	2.1	57	32	85	1
indomethacin	8 day	Middle	681	13.4	40.9	60.1	19.7	32.8	6.5	90.6	89.1	8	1	0	7	84	12	16.3	235	1309	92	144	167	0.51	0.03	195	19	0.6	139	4.7	104	11.4	9.9	6.1	4.1	2.1	53	36	98	1
indomethacin	15 day	Middle	724	14.2	43.9	60.6	19.5	32.3	4.4	104.1	145	5	0	0	6	89	11.7	16.6	214	1069	63	141	145	0.21	0	207	23	0.6	139	4.8	107	10.6	8.2	6.3	4.2	2	63	49	113	0
indomethacin	15 day	Middle	724	14.2	43.9	60.6	19.5	32.3	4.4	104.1	145	5	0	0	6	89	11.7	16.6	214	1069	63	141	145	0.21	0	207	23	0.6	139	4.8	107	10.6	8.2	6.3	4.2	2	63	49	113	0
indomethacin	15 day	Middle	664	13.8	41.7	62.8	20.7	33	5.3	112.3	112	9	1	0	5	86	11.8	16.3	239	988	76	173	163	0.26	0	196	22	0.6	140	5	105	11.1	8.4	6.4	4.4	2.2	52	29	85	0
indomethacin	15 day	Middle	664	13.8	41.7	62.8	20.7	33	5.3	112.3	112	9	1	0	5	86	11.8	16.3	239	988	76	173	163	0.26	0	196	22	0.6	140	5	105	11.1	8.4	6.4	4.4	2.2	52	29	85	0
indomethacin	15 day	Middle	676	14.2	42.4	62.7	21	33.5	6.2	128.6	121	9	1	0	3	87	12.2	15.6	255	624	80	116	152	0.34	0	188	23	0.6	139	4.9	105	10.7	7.8	6.4	4.2	1.9	47	24	98	1
indomethacin	15 day	Middle	661	13.7	41.8	63.2	20.6	32.7	4.8	124.5	151	9	1	0	6	84	11.8	15.1	227	932	64	100	136	0.27	0	201	25	0.6	140	4.8	109	10.7	8.2	5.9	3.7	1.7	49	30	67	1
